PK_m,Abscisa,Latitud,Longitud,Cota_terreno_msnm,Cota_rasante_msnm,Cobertura_m
45315.3,K45+315.26,4.464694,-75.59176,2578.4,1385.4,1193.0
45350.1,K45+350.09,4.464771,-75.592064,2565.3,1385.7,1179.5
45384.9,K45+384.92,4.464849,-75.592368,2550.4,1386.1,1164.4
45419.8,K45+419.75,4.464926,-75.592672,2541.2,1386.4,1154.8
45454.6,K45+454.58,4.465003,-75.592977,2537.0,1386.7,1150.2
45489.4,K45+489.41,4.465081,-75.593281,2528.8,1387.1,1141.7
45524.2,K45+524.24,4.465158,-75.593585,2538.9,1387.4,1151.5
45559.1,K45+559.08,4.465235,-75.593889,2525.6,1387.7,1137.8
45593.9,K45+593.91,4.465312,-75.594194,2521.4,1388.1,1133.4
45628.7,K45+628.74,4.46539,-75.594498,2513.2,1388.4,1124.8
45663.6,K45+663.57,4.465467,-75.594802,2514.7,1388.7,1125.9
45698.4,K45+698.40,4.465544,-75.595106,2507.0,1389.1,1117.9
45733.2,K45+733.23,4.465622,-75.595411,2504.9,1389.4,1115.5
45768.1,K45+768.06,4.465699,-75.595715,2525.7,1389.7,1136.0
45802.9,K45+802.89,4.465776,-75.596019,2524.9,1390.1,1134.8
45837.7,K45+837.72,4.465854,-75.596323,2520.8,1390.4,1130.4
45872.6,K45+872.56,4.465931,-75.596628,2507.0,1390.7,1116.3
45907.4,K45+907.39,4.466008,-75.596932,2490.1,1391.1,1099.0
45942.2,K45+942.22,4.466086,-75.597236,2478.2,1391.4,1086.8
45977.0,K45+977.05,4.466163,-75.59754,2463.8,1391.7,1072.1
46011.9,K46+011.88,4.46624,-75.597844,2450.4,1392.1,1058.3
46046.7,K46+046.71,4.466318,-75.598149,2447.8,1392.4,1055.4
46081.5,K46+081.54,4.466395,-75.598453,2443.7,1392.7,1050.9
46116.4,K46+116.37,4.466472,-75.598757,2421.2,1393.1,1028.2
46151.2,K46+151.20,4.466549,-75.599061,2416.7,1393.4,1023.3
46186.0,K46+186.04,4.466627,-75.599366,2405.7,1393.7,1012.0
