departamento;municipio;divipola;entidad;pr;icount;clasificacion;latitud;longitud
NARIÑO;SAPUYES;52720;INVIAS-OTROS;37;2;Muy Bajo;1.020441;-77.698917
NARIÑO;ILES;52352;ANI;36;2;Muy Bajo;0.997095;-77.474728
NARIÑO;PASTO;52001;ANI;79;4;Muy Bajo;1.163092;-77.286501
NARIÑO;PASTO;52001;INVIAS-OTROS;sd;2;Muy Bajo;1.168242;-77.255688
VALLE DEL CAUCA;BUENAVENTURA;76109;INVIAS-OTROS;20;2;Muy Bajo;3.879461;-76.922322
VALLE DEL CAUCA;BUENAVENTURA;76109;INVIAS-OTROS;26;2;Muy Bajo;3.870278;-76.87666
VALLE DEL CAUCA;BUENAVENTURA;76109;INVIAS-OTROS;45;7;Bajo;3.820753;-76.782572
VALLE DEL CAUCA;LA CUMBRE;76377;INVIAS-OTROS;83;4;Muy Bajo;3.845501;-76.579456
ANTIOQUIA;MUTATÁ;5480;ANI;24;2;Muy Bajo;7.492504;-76.566124
CAUCA;CALDONO;19137;ANI;55;2;Muy Bajo;2.883826;-76.551361
VALLE DEL CAUCA;RESTREPO;76606;INVIAS-OTROS;87;4;Muy Bajo;3.854613;-76.54604
CAUCA;SANTANDER DE QUILICHAO;19698;ANI;73;3;Muy Bajo;3.016749;-76.499233
CAUCA;SANTANDER DE QUILICHAO;19698;ANI;71;2;Muy Bajo;3.000641;-76.496945
VALLE DEL CAUCA;PALMIRA;76520;INVIAS-OTROS;sd;8;Bajo;3.552498;-76.47908
VALLE DEL CAUCA;PALMIRA;76520;INVIAS-OTROS;3;3;Muy Bajo;3.496313;-76.461411
CAUCA;VILLA RICA;19845;INVIAS-OTROS;sd;3;Muy Bajo;3.175478;-76.452656
VALLE DEL CAUCA;PALMIRA;76520;INVIAS-OTROS;5;2;Muy Bajo;3.500004;-76.446648
VALLE DEL CAUCA;PALMIRA;76520;INVIAS-OTROS;sd;4;Muy Bajo;3.559141;-76.445704
VALLE DEL CAUCA;PALMIRA;76520;INVIAS-OTROS;sd;8;Bajo;3.564077;-76.434174
VALLE DEL CAUCA;PALMIRA;76520;INVIAS-OTROS;sd;2;Muy Bajo;3.530302;-76.426392
VALLE DEL CAUCA;PALMIRA;76520;INVIAS-OTROS;sd;8;Bajo;3.551623;-76.419354
VALLE DEL CAUCA;PALMIRA;76520;INVIAS-OTROS;7;12;Bajo;3.50657;-76.417723
VALLE DEL CAUCA;PALMIRA;76520;INVIAS-OTROS;sd;2;Muy Bajo;3.587551;-76.403217
VALLE DEL CAUCA;PALMIRA;76520;INVIAS-OTROS;9;4;Muy Bajo;3.510647;-76.400643
VALLE DEL CAUCA;PALMIRA;76520;INVIAS-OTROS;sd;5;Muy Bajo;3.536031;-76.398626
VALLE DEL CAUCA;PALMIRA;76520;INVIAS-OTROS;sd;9;Bajo;3.522878;-76.392002
VALLE DEL CAUCA;PALMIRA;76520;INVIAS-OTROS;sd;2;Muy Bajo;3.641882;-76.382275
VALLE DEL CAUCA;PALMIRA;76520;INVIAS-OTROS;13;4;Muy Bajo;3.514981;-76.380387
VALLE DEL CAUCA;EL CERRITO;76248;INVIAS-OTROS;sd;7;Bajo;3.652625;-76.375694
VALLE DEL CAUCA;PALMIRA;76520;INVIAS-OTROS;13;2;Muy Bajo;3.518286;-76.366654
VALLE DEL CAUCA;EL CERRITO;76248;INVIAS-OTROS;sd;12;Bajo;3.666267;-76.366207
VALLE DEL CAUCA;EL CERRITO;76248;INVIAS-OTROS;sd;2;Muy Bajo;3.672781;-76.354122
VALLE DEL CAUCA;PALMIRA;76520;INVIAS-OTROS;sd;6;Muy Bajo;3.538857;-76.338101
VALLE DEL CAUCA;PALMIRA;76520;INVIAS-OTROS;sd;15;Medio;3.561634;-76.334581
VALLE DEL CAUCA;EL CERRITO;76248;INVIAS-OTROS;sd;10;Bajo;3.678103;-76.333952
VALLE DEL CAUCA;PALMIRA;76520;INVIAS-OTROS;sd;5;Muy Bajo;3.574419;-76.329609
VALLE DEL CAUCA;GUACARÍ;76318;INVIAS-OTROS;53;3;Muy Bajo;3.773546;-76.326542
VALLE DEL CAUCA;GUACARÍ;76318;INVIAS-OTROS;sd;3;Muy Bajo;3.758211;-76.326084
VALLE DEL CAUCA;GUACARÍ;76318;INVIAS-OTROS;49;12;Bajo;3.741389;-76.324282
VALLE DEL CAUCA;PALMIRA;76520;INVIAS-OTROS;sd;6;Muy Bajo;3.585606;-76.322594
VALLE DEL CAUCA;EL CERRITO;76248;INVIAS-OTROS;43;8;Bajo;3.698874;-76.322296
VALLE DEL CAUCA;GUACARÍ;76318;INVIAS-OTROS;55;4;Muy Bajo;3.78705;-76.319046
VALLE DEL CAUCA;PALMIRA;76520;INVIAS-OTROS;sd;13;Bajo;3.600062;-76.314285
VALLE DEL CAUCA;BUGA;76111;DEPTO;118;4;Muy Bajo;3.886886;-76.312409
VALLE DEL CAUCA;EL CERRITO;76248;INVIAS-OTROS;43;4;Muy Bajo;3.691178;-76.311608
VALLE DEL CAUCA;GUACARÍ;76318;INVIAS-OTROS;56;8;Bajo;3.79818;-76.310864
VALLE DEL CAUCA;BUGA;76111;INVIAS-OTROS;57;9;Bajo;3.812018;-76.30785
VALLE DEL CAUCA;EL CERRITO;76248;INVIAS-OTROS;sd;12;Bajo;3.616777;-76.306601
VALLE DEL CAUCA;BUGA;76111;DEPTO;68;6;Muy Bajo;3.909502;-76.306572
VALLE DEL CAUCA;BUGA;76111;INVIAS-OTROS;sd;20;Medio;3.86902;-76.303848
VALLE DEL CAUCA;BUGA;76111;INVIAS-OTROS;59;7;Bajo;3.826492;-76.302918
VALLE DEL CAUCA;EL CERRITO;76248;INVIAS-OTROS;sd;2;Muy Bajo;3.6763;-76.301079
VALLE DEL CAUCA;BUGA;76111;INVIAS-OTROS;61;12;Bajo;3.839293;-76.299992
VALLE DEL CAUCA;BUGA;76111;INVIAS-OTROS;61;11;Bajo;3.851211;-76.297781
VALLE DEL CAUCA;EL CERRITO;76248;INVIAS-OTROS;37;4;Muy Bajo;3.649092;-76.295843
VALLE DEL CAUCA;EL CERRITO;76248;INVIAS-OTROS;35;13;Bajo;3.629823;-76.295304
VALLE DEL CAUCA;EL CERRITO;76248;INVIAS-OTROS;39;9;Bajo;3.66271;-76.292477
VALLE DEL CAUCA;BUGA;76111;DEPTO;72;7;Bajo;3.935516;-76.281996
VALLE DEL CAUCA;PRADERA;76563;INVIAS-OTROS;62;2;Muy Bajo;3.359328;-76.264
VALLE DEL CAUCA;SAN PEDRO;76670;DEPTO;sd;4;Muy Bajo;3.964563;-76.260739
VALLE DEL CAUCA;SAN PEDRO;76670;DEPTO;79;2;Muy Bajo;3.976794;-76.246491
VALLE DEL CAUCA;SAN PEDRO;76670;DEPTO;80;10;Bajo;3.986922;-76.2378
VALLE DEL CAUCA;SAN PEDRO;76670;DEPTO;83;7;Bajo;4.005461;-76.225572
VALLE DEL CAUCA;SAN PEDRO;76670;DEPTO;84;5;Muy Bajo;4.018782;-76.218579
VALLE DEL CAUCA;SAN PEDRO;76670;DEPTO;86;10;Bajo;4.0343;-76.211678
VALLE DEL CAUCA;TULUÁ;76834;DEPTO;87;11;Bajo;4.043904;-76.207352
VALLE DEL CAUCA;TULUÁ;76834;DEPTO;90;6;Muy Bajo;4.058161;-76.19252
VALLE DEL CAUCA;ANDALUCÍA;76036;DEPTO;100;13;Bajo;4.14213;-76.180086
VALLE DEL CAUCA;TULUÁ;76834;DEPTO;92;15;Medio;4.071173;-76.178393
VALLE DEL CAUCA;TULUÁ;76834;DEPTO;97;5;Muy Bajo;4.123049;-76.177998
VALLE DEL CAUCA;ANDALUCÍA;76036;DEPTO;0;2;Muy Bajo;4.159785;-76.17611
VALLE DEL CAUCA;TULUÁ;76834;DEPTO;95;9;Bajo;4.104595;-76.175394
VALLE DEL CAUCA;TULUÁ;76834;DEPTO;93;7;Bajo;4.084548;-76.172701
VALLE DEL CAUCA;ANDALUCÍA;76036;DEPTO;2;10;Bajo;4.181128;-76.170502
VALLE DEL CAUCA;BUGALAGRANDE;76113;DEPTO;7;12;Bajo;4.224855;-76.142206
VALLE DEL CAUCA;BUGALAGRANDE;76113;DEPTO;9;4;Muy Bajo;4.23347;-76.132508
VALLE DEL CAUCA;BUGALAGRANDE;76113;DEPTO;11;6;Muy Bajo;4.244213;-76.124439
VALLE DEL CAUCA;ZARZAL;76895;DEPTO;14;8;Bajo;4.264176;-76.108475
VALLE DEL CAUCA;ZARZAL;76895;DEPTO;16;14;Bajo;4.276208;-76.09896
VALLE DEL CAUCA;ZARZAL;76895;DEPTO;18;13;Bajo;4.291308;-76.085959
VALLE DEL CAUCA;ZARZAL;76895;DEPTO;20;8;Bajo;4.30677;-76.074057
VALLE DEL CAUCA;ZARZAL;76895;DEPTO;28;48;Muy Alto;4.372459;-76.069744
VALLE DEL CAUCA;ZARZAL;76895;DEPTO;26;22;Medio;4.352708;-76.068962
VALLE DEL CAUCA;ZARZAL;76895;ANI;0;24;Medio;4.33636;-76.066521
VALLE DEL CAUCA;ZARZAL;76895;DEPTO;30;36;Alto;4.387085;-76.063866
VALLE DEL CAUCA;ZARZAL;76895;DEPTO;33;36;Alto;4.40598;-76.061621
VALLE DEL CAUCA;ZARZAL;76895;DEPTO;34;32;Alto;4.423302;-76.058538
VALLE DEL CAUCA;ZARZAL;76895;DEPTO;36;25;Medio;4.437601;-76.055184
VALLE DEL CAUCA;ZARZAL;76895;DEPTO;38;40;Alto;4.453308;-76.050536
VALLE DEL CAUCA;LA VICTORIA;76403;DEPTO;40;22;Medio;4.466744;-76.041826
VALLE DEL CAUCA;LA VICTORIA;76403;DEPTO;40;22;Medio;4.47547;-76.035332
VALLE DEL CAUCA;LA VICTORIA;76403;DEPTO;42;21;Medio;4.485065;-76.030122
VALLE DEL CAUCA;LA VICTORIA;76403;DEPTO;44;31;Alto;4.498256;-76.022054
VALLE DEL CAUCA;LA VICTORIA;76403;ANI;45;24;Medio;4.513348;-76.017273
VALLE DEL CAUCA;LA VICTORIA;76403;ANI;48;45;Muy Alto;4.530162;-76.0165
VALLE DEL CAUCA;LA VICTORIA;76403;ANI;50;37;Alto;4.546532;-76.00156
VALLE DEL CAUCA;OBANDO;76497;ANI;52;34;Alto;4.558958;-75.985394
VALLE DEL CAUCA;OBANDO;76497;ANI;54;10;Bajo;4.56803;-75.979042
VALLE DEL CAUCA;OBANDO;76497;ANI;56;23;Medio;4.585813;-75.970048
VALLE DEL CAUCA;OBANDO;76497;ANI;58;47;Muy Alto;4.603183;-75.959815
HUILA;TIMANÁ;41807;ANI;14;3;Muy Bajo;1.915426;-75.955181
VALLE DEL CAUCA;OBANDO;76497;ANI;61;30;Alto;4.61782;-75.94623
VALLE DEL CAUCA;OBANDO;76497;ANI;sd;19;Medio;4.626189;-75.935124
VALLE DEL CAUCA;OBANDO;76497;ANI;64;29;Alto;4.633553;-75.925799
VALLE DEL CAUCA;CARTAGO;76147;ANI;68;47;Muy Alto;4.668601;-75.925796
VALLE DEL CAUCA;CARTAGO;76147;ANI;70;22;Medio;4.686006;-75.924397
VALLE DEL CAUCA;CARTAGO;76147;ANI;66;51;Muy Alto;4.649518;-75.922127
VALLE DEL CAUCA;CARTAGO;76147;ANI;sd;7;Bajo;4.707041;-75.922075
VALLE DEL CAUCA;CARTAGO;76147;ANI;sd;22;Medio;4.720674;-75.91701
HUILA;TIMANÁ;41807;ANI;25;2;Muy Bajo;2.000284;-75.908661
VALLE DEL CAUCA;CARTAGO;76147;ANI;77;2;Muy Bajo;4.740687;-75.903168
HUILA;TIMANÁ;41807;ANI;28;2;Muy Bajo;2.006035;-75.892868
RISARALDA;PEREIRA;66001;INVIAS-OTROS;80;2;Muy Bajo;4.766522;-75.892353
HUILA;TIMANÁ;41807;ANI;30;8;Bajo;2.016356;-75.88274
RISARALDA;PEREIRA;66001;INVIAS-OTROS;83;17;Medio;4.777747;-75.876045
HUILA;TIMANÁ;41807;ANI;32;12;Bajo;2.026785;-75.873385
HUILA;LA PLATA;41396;INVIAS-OTROS;51;3;Muy Bajo;2.414103;-75.8634
RISARALDA;PEREIRA;66001;INVIAS-OTROS;6;4;Muy Bajo;4.841666;-75.859738
RISARALDA;PEREIRA;66001;INVIAS-OTROS;85;3;Muy Bajo;4.793902;-75.859223
HUILA;LA PLATA;41396;INVIAS-OTROS;56;3;Muy Bajo;2.437849;-75.849667
HUILA;PAICOL;41518;INVIAS-OTROS;58;5;Muy Bajo;2.454672;-75.837164
HUILA;SUAZA;41770;INVIAS-OTROS;22;10;Bajo;1.847069;-75.823946
HUILA;SUAZA;41770;INVIAS-OTROS;19;4;Muy Bajo;1.875115;-75.823403
CÓRDOBA;LORICA;23417;ANI;3;11;Bajo;9.268427;-75.822027
HUILA;SUAZA;41770;INVIAS-OTROS;24;7;Bajo;1.833184;-75.820501
HUILA;PAICOL;41518;INVIAS-OTROS;62;3;Muy Bajo;2.479449;-75.816822
HUILA;ALTAMIRA;41026;ANI;42;8;Bajo;2.066607;-75.813364
CÓRDOBA;LORICA;23417;ANI;6;4;Muy Bajo;9.283791;-75.812273
HUILA;SUAZA;41770;INVIAS-OTROS;16;4;Muy Bajo;1.894498;-75.811672
HUILA;SUAZA;41770;INVIAS-OTROS;14;3;Muy Bajo;1.914282;-75.804348
HUILA;SUAZA;41770;INVIAS-OTROS;10;6;Muy Bajo;1.948486;-75.801544
CÓRDOBA;SAN ANTERO;23672;ANI;10;7;Bajo;9.317079;-75.799785
HUILA;SUAZA;41770;INVIAS-OTROS;8;3;Muy Bajo;1.962977;-75.799313
HUILA;SUAZA;41770;INVIAS-OTROS;11;10;Bajo;1.933216;-75.797012
CÓRDOBA;SAN ANTERO;23672;ANI;12;7;Bajo;9.330765;-75.793525
HUILA;SUAZA;41770;INVIAS-OTROS;5;7;Bajo;1.987689;-75.793004
CÓRDOBA;SAN ANTERO;23672;ANI;14;13;Bajo;9.343269;-75.789914
HUILA;ALTAMIRA;41026;INVIAS-OTROS;3;4;Muy Bajo;2.003932;-75.787211
HUILA;ALTAMIRA;41026;ANI;46;7;Bajo;2.078382;-75.782696
CÓRDOBA;SAN ANTERO;23672;ANI;16;6;Muy Bajo;9.357605;-75.77837
CÓRDOBA;SAN ANTERO;23672;ANI;18;8;Bajo;9.366374;-75.766497
HUILA;PAICOL;41518;INVIAS-OTROS;70;2;Muy Bajo;2.455444;-75.764294
HUILA;ALTAMIRA;41026;ANI;50;4;Muy Bajo;2.090321;-75.76292
HUILA;ALTAMIRA;41026;ANI;52;3;Muy Bajo;2.104182;-75.751419
HUILA;TESALIA;41797;INVIAS-OTROS;72;2;Muy Bajo;2.462225;-75.745411
CÓRDOBA;SAN ANTERO;23672;ANI;22;12;Bajo;9.382968;-75.739289
HUILA;ALTAMIRA;41026;ANI;54;12;Bajo;2.118203;-75.738569
HUILA;TESALIA;41797;INVIAS-OTROS;74;3;Muy Bajo;2.459536;-75.729046
CÓRDOBA;MONTERÍA;23001;ANI;27;2;Muy Bajo;8.588476;-75.7267
HUILA;ALTAMIRA;41026;ANI;58;7;Bajo;2.129605;-75.724503
CÓRDOBA;SAN ANTERO;23672;ANI;24;12;Bajo;9.395748;-75.723983
RISARALDA;PEREIRA;66001;INVIAS-OTROS;7;2;Muy Bajo;4.822827;-75.716057
CÓRDOBA;SAN ANTERO;23672;ANI;26;2;Muy Bajo;9.403696;-75.713139
HUILA;ALTAMIRA;41026;ANI;60;4;Muy Bajo;2.137041;-75.71188
HUILA;TESALIA;41797;INVIAS-OTROS;76;3;Muy Bajo;2.462783;-75.710135
HUILA;ALTAMIRA;41026;ANI;62;2;Muy Bajo;2.146883;-75.695286
CAQUETÁ;FLORENCIA;18001;INVIAS-OTROS;61;2;Muy Bajo;1.711378;-75.691338
HUILA;GARZÓN;41298;ANI;62;5;Muy Bajo;2.15732;-75.683888
HUILA;TESALIA;41797;INVIAS-OTROS;80;5;Muy Bajo;2.462568;-75.677004
HUILA;GARZÓN;41298;ANI;64;2;Muy Bajo;2.167654;-75.675717
CÓRDOBA;CIÉNAGA DE ORO;23189;ANI;14;2;Muy Bajo;8.878756;-75.665932
CALDAS;FILADELFIA;17272;ANI;39;2;Muy Bajo;5.276528;-75.661812
CALDAS;NEIRA;17486;ANI;11;4;Muy Bajo;5.167608;-75.658465
HUILA;TESALIA;41797;INVIAS-OTROS;84;6;Muy Bajo;2.457476;-75.654774
SUCRE;COVEÑAS;70221;ANI;32;3;Muy Bajo;9.411192;-75.653973
CALDAS;NEIRA;17486;ANI;35;2;Muy Bajo;5.246573;-75.652542
CAQUETÁ;FLORENCIA;18001;INVIAS-OTROS;67;2;Muy Bajo;1.738844;-75.652199
CALDAS;NEIRA;17486;ANI;15;3;Muy Bajo;5.19742;-75.643902
HUILA;TESALIA;41797;INVIAS-OTROS;84;5;Muy Bajo;2.450861;-75.643513
CALDAS;RIOSUCIO;17614;ANI;45;4;Muy Bajo;5.307212;-75.642414
CALDAS;RIOSUCIO;17614;ANI;47;5;Muy Bajo;5.319429;-75.636807
CALDAS;FILADELFIA;17272;ANI;50;3;Muy Bajo;5.335779;-75.635548
RISARALDA;SANTA ROSA DE CABAL;66682;ANI;10;3;Muy Bajo;4.868632;-75.633373
HUILA;TESALIA;41797;INVIAS-OTROS;86;4;Muy Bajo;2.441569;-75.630684
CALDAS;RIOSUCIO;17614;ANI;51;3;Muy Bajo;5.346823;-75.621815
CALDAS;CHINCHINÁ;17174;ANI;24;3;Muy Bajo;4.966307;-75.619297
HUILA;TESALIA;41797;INVIAS-OTROS;88;8;Bajo;2.436626;-75.614004
SUCRE;TOLÚ;70820;ANI;42;2;Muy Bajo;9.472447;-75.603275
SUCRE;TOLÚ;70820;ANI;44;7;Bajo;9.486045;-75.596458
HUILA;TESALIA;41797;INVIAS-OTROS;92;6;Muy Bajo;2.457705;-75.593376
CALDAS;MANIZALES;17001;ANI;0;13;Bajo;5.016199;-75.592968
SUCRE;TOLÚ;70820;ANI;46;8;Bajo;9.503031;-75.585995
HUILA;TESALIA;41797;INVIAS-OTROS;94;5;Muy Bajo;2.463358;-75.580891
HUILA;TESALIA;41797;INVIAS-OTROS;96;10;Bajo;2.463899;-75.567827
HUILA;GIGANTE;41306;ANI;24;2;Muy Bajo;2.358198;-75.566883
HUILA;GIGANTE;41306;INVIAS-OTROS;97;6;Muy Bajo;2.467003;-75.557614
HUILA;GIGANTE;41306;ANI;46;6;Muy Bajo;2.481337;-75.554066
SUCRE;TOLÚ;70820;ANI;52;4;Muy Bajo;9.508753;-75.546799
HUILA;GIGANTE;41306;ANI;50;5;Muy Bajo;2.507132;-75.534611
SUCRE;TOLÚ;70820;ANI;54;12;Bajo;9.500052;-75.531092
SUCRE;TOLÚ;70820;ANI;56;8;Bajo;9.489012;-75.514469
HUILA;HOBO;41349;ANI;54;4;Muy Bajo;2.542949;-75.501738
SUCRE;TOLUVIEJO;70823;ANI;60;9;Bajo;9.475708;-75.497532
SUCRE;SAN ONOFRE;70713;ANI;100;4;Muy Bajo;9.712386;-75.494099
CÓRDOBA;SAHAGÚN;23660;INVIAS-OTROS;44;2;Muy Bajo;8.741427;-75.491867
HUILA;HOBO;41349;ANI;58;5;Muy Bajo;2.557855;-75.490408
SUCRE;TOLUVIEJO;70823;ANI;62;6;Muy Bajo;9.464779;-75.482941
BOLÍVAR;TURBANA;13838;ANI;25;8;Bajo;10.299583;-75.480423
BOLÍVAR;CARTAGENA DE INDIAS;13001;ANI;23;5;Muy Bajo;10.282397;-75.476383
SUCRE;SAN ONOFRE;70713;ANI;8;2;Muy Bajo;9.801521;-75.475903
BOLÍVAR;CARTAGENA DE INDIAS;13001;ANI;8;3;Muy Bajo;10.510168;-75.47144
BOLÍVAR;TURBANA;13838;ANI;21;2;Muy Bajo;10.269814;-75.47041
BOLÍVAR;CARTAGENA DE INDIAS;13001;ANI;10;7;Bajo;10.524155;-75.465358
SUCRE;TOLUVIEJO;70823;ANI;64;2;Muy Bajo;9.459572;-75.46526
BOLÍVAR;TURBACO;13836;ANI;3;3;Muy Bajo;10.361738;-75.464573
CÓRDOBA;SAHAGÚN;23660;ANI;60;3;Muy Bajo;8.86322;-75.464573
CÓRDOBA;SAHAGÚN;23660;ANI;62;2;Muy Bajo;8.882618;-75.462341
BOLÍVAR;CARTAGENA DE INDIAS;13001;ANI;12;2;Muy Bajo;10.536318;-75.460797
HUILA;HOBO;41349;ANI;62;8;Bajo;2.572237;-75.460327
BOLÍVAR;CARTAGENA DE INDIAS;13001;ANI;14;18;Medio;10.550637;-75.457206
BOLÍVAR;TURBANA;13838;ANI;19;3;Muy Bajo;10.255938;-75.454846
BOLÍVAR;CARTAGENA DE INDIAS;13001;ANI;14;23;Medio;10.564838;-75.45286
SUCRE;TOLUVIEJO;70823;ANI;66;2;Muy Bajo;9.453907;-75.452042
BOLÍVAR;CARTAGENA DE INDIAS;13001;ANI;16;23;Medio;10.58286;-75.4494
BOLÍVAR;CARTAGENA DE INDIAS;13001;ANI;20;45;Muy Alto;10.617774;-75.448944
BOLÍVAR;CARTAGENA DE INDIAS;13001;ANI;18;23;Medio;10.599026;-75.446006
CÓRDOBA;BUENAVISTA;23079;ANI;34;2;Muy Bajo;8.168164;-75.444145
BOLÍVAR;CARTAGENA DE INDIAS;13001;ANI;22;20;Medio;10.625698;-75.436343
BOLÍVAR;TURBANA;13838;ANI;16;4;Muy Bajo;10.238013;-75.435047
CÓRDOBA;BUENAVISTA;23079;ANI;32;2;Muy Bajo;8.157177;-75.429554
BOLÍVAR;CARTAGENA DE INDIAS;13001;ANI;3;2;Muy Bajo;10.42285;-75.428868
HUILA;HOBO;41349;ANI;68;8;Bajo;2.591229;-75.426893
BOLÍVAR;CARTAGENA DE INDIAS;13001;ANI;24;30;Alto;10.631982;-75.423291
SUCRE;SAN ONOFRE;70713;ANI;18;2;Muy Bajo;9.837742;-75.420456
BOLÍVAR;CARTAGENA DE INDIAS;13001;ANI;4;12;Bajo;10.435113;-75.418511
SUCRE;SINCELEJO;70001;ANI;110;2;Muy Bajo;9.234267;-75.41565
BOLÍVAR;SANTA ROSA;13683;ANI;7;14;Bajo;10.453007;-75.412915
BOLÍVAR;SANTA ROSA;13683;ANI;7;16;Medio;10.466408;-75.411723
BOLÍVAR;CARTAGENA DE INDIAS;13001;ANI;9;14;Bajo;10.478768;-75.41137
HUILA;CAMPOALEGRE;41132;ANI;70;5;Muy Bajo;2.602744;-75.410757
CÓRDOBA;BUENAVISTA;23079;ANI;28;2;Muy Bajo;8.132458;-75.40947
BOLÍVAR;CARTAGENA DE INDIAS;13001;ANI;26;31;Alto;10.640646;-75.407489
BOLÍVAR;CARTAGENA DE INDIAS;13001;ANI;11;31;Alto;10.497902;-75.407261
BOLÍVAR;TURBANA;13838;ANI;12;3;Muy Bajo;10.219546;-75.404034
BOLÍVAR;CARTAGENA DE INDIAS;13001;ANI;14;18;Medio;10.516551;-75.401676
SUCRE;SAMPUÉS;70670;ANI;106;2;Muy Bajo;9.204398;-75.399342
BOLÍVAR;TURBACO;13836;ANI;88;7;Bajo;10.31456;-75.399027
HUILA;CAMPOALEGRE;41132;ANI;72;7;Bajo;2.612636;-75.39392
BOLÍVAR;CARTAGENA DE INDIAS;13001;ANI;28;34;Alto;10.654553;-75.391974
BOLÍVAR;TURBACO;13836;ANI;86;13;Bajo;10.298647;-75.388556
TOLIMA;CHAPARRAL;73168;INVIAS-OTROS;11;3;Muy Bajo;3.738012;-75.388441
BOLÍVAR;ARJONA;13052;ANI;10;3;Muy Bajo;10.209246;-75.386982
BOLÍVAR;MARÍA LA BAJA;13442;ANI;26;6;Muy Bajo;9.894219;-75.382176
HUILA;CAMPOALEGRE;41132;ANI;74;7;Bajo;2.623261;-75.379549
BOLÍVAR;ARJONA;13052;ANI;84;12;Bajo;10.289197;-75.379515
BOLÍVAR;CARTAGENA DE INDIAS;13001;ANI;30;17;Medio;10.654583;-75.379247
BOLÍVAR;ARJONA;13052;ANI;84;11;Bajo;10.278887;-75.370195
BOLÍVAR;ARJONA;13052;ANI;8;4;Muy Bajo;10.198803;-75.369587
BOLÍVAR;CARTAGENA DE INDIAS;13001;ANI;32;33;Alto;10.657695;-75.365694
HUILA;CAMPOALEGRE;41132;ANI;76;2;Muy Bajo;2.621012;-75.365524
TOLIMA;CHAPARRAL;73168;INVIAS-OTROS;17;2;Muy Bajo;3.757239;-75.361233
BOLÍVAR;ARJONA;13052;ANI;82;9;Bajo;10.270434;-75.357914
TOLIMA;CHAPARRAL;73168;INVIAS-OTROS;19;5;Muy Bajo;3.77128;-75.356632
BOLÍVAR;ARJONA;13052;ANI;6;6;Muy Bajo;10.194798;-75.354252
HUILA;CAMPOALEGRE;41132;ANI;78;6;Muy Bajo;2.619913;-75.350865
BOLÍVAR;CARTAGENA DE INDIAS;13001;ANI;34;42;Alto;10.661194;-75.347091
SUCRE;COROZAL;70215;ANI;2;7;Bajo;9.305377;-75.346771
HUILA;CAMPOALEGRE;41132;ANI;80;3;Muy Bajo;2.636748;-75.344181
BOLÍVAR;ARJONA;13052;ANI;78;13;Bajo;10.240545;-75.342958
BOLÍVAR;ARJONA;13052;ANI;4;5;Muy Bajo;10.19406;-75.340153
TOLIMA;CHAPARRAL;73168;INVIAS-OTROS;21;5;Muy Bajo;3.786185;-75.338016
HUILA;CAMPOALEGRE;41132;ANI;84;6;Muy Bajo;2.659693;-75.337487
BOLÍVAR;ARJONA;13052;ANI;76;9;Bajo;10.228315;-75.336376
BOLÍVAR;CARTAGENA DE INDIAS;13001;ANI;36;29;Alto;10.672158;-75.333986
HUILA;CAMPOALEGRE;41132;ANI;84;5;Muy Bajo;2.673506;-75.332806
BOLÍVAR;ARJONA;13052;ANI;74;10;Bajo;10.215929;-75.328377
BOLÍVAR;ARJONA;13052;ANI;2;3;Muy Bajo;10.194883;-75.325756
BOLÍVAR;CARTAGENA DE INDIAS;13001;ANI;36;25;Medio;10.67592;-75.323713
TOLIMA;CHAPARRAL;73168;INVIAS-OTROS;25;2;Muy Bajo;3.805046;-75.323467
BOLÍVAR;MARÍA LA BAJA;13442;ANI;34;5;Muy Bajo;9.926319;-75.322924
TOLIMA;ORTEGA;73504;INVIAS-OTROS;29;2;Muy Bajo;3.823929;-75.320721
BOLÍVAR;ARJONA;13052;ANI;72;12;Bajo;10.205602;-75.319262
BOLÍVAR;CLEMENCIA;13222;ANI;27;3;Muy Bajo;10.581608;-75.312424
BOLÍVAR;MARÍA LA BAJA;13442;ANI;34;2;Muy Bajo;9.935589;-75.311966
BOLÍVAR;ARJONA;13052;ANI;0;7;Bajo;10.192065;-75.309963
BOLÍVAR;CARTAGENA DE INDIAS;13001;ANI;38;24;Medio;10.683975;-75.309878
HUILA;RIVERA;41615;ANI;96;4;Muy Bajo;2.754221;-75.308705
HUILA;NEIVA;41001;ANI;9;4;Muy Bajo;3.023072;-75.307446
HUILA;NEIVA;41001;ANI;13;4;Muy Bajo;3.05337;-75.306587
HUILA;NEIVA;41001;ANI;7;2;Muy Bajo;3.005534;-75.306473
HUILA;NEIVA;41001;ANI;11;4;Muy Bajo;3.038192;-75.305872
TOLIMA;ORTEGA;73504;INVIAS-OTROS;31;9;Bajo;3.83544;-75.305729
HUILA;NEIVA;41001;ANI;5;3;Muy Bajo;2.9914;-75.3055
HUILA;RIVERA;41615;ANI;98;3;Muy Bajo;2.773104;-75.304585
HUILA;AIPE;41016;ANI;15;6;Muy Bajo;3.07025;-75.298705
BOLÍVAR;CARTAGENA DE INDIAS;13001;ANI;40;19;Medio;10.691989;-75.29714
BOLÍVAR;SANTA CATALINA;13673;ANI;29;2;Muy Bajo;10.593224;-75.296345
BOLÍVAR;ARJONA;13052;ANI;68;3;Muy Bajo;10.175715;-75.294171
